Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
2266,US06586447B1,Br[c:2]1[cH:3][cH:4][c:5]2[c:9]([c:10]1[CH3:11])[N:8]([CH2:12][c:13]1[cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22]1)[C:7](=[O:23])[C:6]2([CH2:24][c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1)[CH2:31][c:32]1[cH:33][cH:34][n:35][cH:36][cH:37]1,OB(O)[c:49]1[cH:48][cH:47][c:46]([C:44]#[N:45])[cH:51][cH:50]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCO.Cc1ccccc1.ClCCl,93.0,0
2267,US06586441B2,I[c:2]1[c:3](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:4][c:5]([NH2:8])[n:6][cH:7]1,OB(O)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],C1COCCO1,51.0,0
2268,US06586441B2,I[c:11]1[c:6](-[c:2]2[o:1][cH:5][cH:4][cH:3]2)[n:7][c:8]([NH2:15])[n:9][c:10]1[S:13][CH3:14],OB(O)[c:19]1[cH:18][c:17]([Cl:16])[cH:22][c:21]([Cl:23])[cH:20]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],C1COCCO1,62.0,0
2269,US06586441B2,Br[c:6]1[c:5]([C:9]#[N:10])[c:4]([S:11][CH3:12])[n:3][c:2]([NH2:1])[n:7]1,OB(O)[c:16]1[c:15]([O:14][CH3:13])[cH:20][cH:19][cH:18][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.Cc1ccccc1,29.0,0
2270,US06602898B1,I[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:21]1)[O:7][c:8]1[c:9]([c:13]([O:19][CH3:20])[cH:14][c:15]([O:17][CH3:18])[cH:16]1)[C:10](=[O:12])[CH2:11]2,OB(O)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,31.0,0
2271,US06605610B1,I[c:15]1[cH:14][cH:13][cH:12][c:11]2[c:16]1[CH:17]1[CH2:18][N:8]([CH2:1][c:2]3[cH:3][cH:4][cH:5][cH:6][cH:7]3)[CH2:9][CH:10]2[CH2:19]1,OB(O)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"CC(=O)[O-].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O,55.0,0
2272,US06608070B1,Br[c:19]1[cH:18][cH:17][c:16]([C:15]([c:6]2[c:5]([CH2:4][C:3]([O:2][CH3:1])=[O:24])[c:13]3[c:8]([nH:7]2)[cH:9][c:10]([Cl:14])[cH:11][cH:12]3)=[O:23])[cH:21][cH:20]1,OB(O)[c:26]1[s:25][cH:29][cH:28][cH:27]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,83.0,0
2273,US06608101B1,Br[c:2]1[cH:3][c:4]([CH:12]=[CH:13][C:14](=[O:15])[c:16]2[cH:17][c:18]([O:26][CH3:27])[c:19]([O:24][CH3:25])[c:20]([O:22][CH3:23])[cH:21]2)[cH:5][c:6]([O:10][CH3:11])[c:7]1[O:8][CH3:9],OB(O)[c:29]1[s:28][cH:32][cH:31][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl.COCCOC,90.0,0
2274,US06610677B2,Br[c:2]1[cH:3][cH:4][c:5](-[c:8]2[n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16]([NH:18][c:19]3[nH:20][n:21][c:22]([CH3:24])[cH:23]3)[n:17]2)[cH:6][cH:7]1,OB(O)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],ClCCl.CO,51.0,0
2275,US06610677B2,Cl[c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]([NH:12][c:13]2[n:14][nH:15][c:16]([CH3:18])[cH:17]2)[n:11]1,OB(O)[c:21]1[cH:20][c:19]([CH3:28])[cH:24][cH:23][cH:22]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.CC(C)(C)P(C(C)(C)C)C(C)(C)C,O=C([O-])[O-].[Na+].[Na+],O.CN(C)C=O,75.0,0
2276,US06610696B2,Br[c:41]1[n:42][cH:43][cH:44][cH:45][n:46]1,CC1(C)OB([c:26]2[cH:25][cH:24][c:23](-[c:19]3[n:18][c:17]([CH2:16][CH2:15][O:14][c:11]4[cH:10][cH:9][c:8]([O:7][C:5]([C:4]([O:3][CH2:1][CH3:2])=[O:39])([CH3:6])[CH3:38])[cH:13][cH:12]4)[c:21]([CH3:22])[o:20]3)[cH:28][cH:27]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Na+].[OH-],[Na+].[OH-]",O.ClCCl.CC(C)O,28.0,0
2277,US06620940B1,Br[c:2]1[n:3][s:4][n:5][c:6]1[Cl:7],OB(O)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"[F-].[K+],O=S(=O)([O-])[O-].[Mg+2]",Cc1ccccc1,95.0,0
2278,US06627656B2,Br[c:20]1[cH:21][c:22](-[c:26]2[c:27](/[CH:32]=[CH:33]/[C:34](=[O:35])[O:36][CH2:37][CH3:38])[cH:28][cH:29][cH:30][cH:31]2)[cH:23][cH:24][cH:25]1,OB(O)[c:10]1[c:9]([O:8][CH2:7][c:1]2[cH:2][cH:3][cH:4][cH:5][cH:6]2)[cH:14][cH:13][cH:12][cH:11]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,95.0,0
2279,US06660738B2,Br[c:2]1[cH:3][n:4][c:5]([N:8]2[C@H:9]([CH2:33][O:34][CH2:35][c:36]3[c:37]([F:44])[cH:38][c:39]([F:43])[c:40]([F:42])[cH:41]3)[CH2:10][C@@H:11]([S:13][C:14]([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)([c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)[CH2:12]2)[n:6][cH:7]1,OB(O)[c:45]1[cH:46][cH:47][cH:48][cH:49][cH:50]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCO.COCCOC,36.0,0
2280,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([C:18]#[N:19])[cH:15]1,OB(O)[c:24]1[cH:23][cH:22][n:21][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.COCCOC,9.0,0
2281,US06660753B2,Br[c:16]1[cH:15][cH:14][c:13]([O:19][CH3:20])[c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,OB(O)[c:24]1[cH:23][cH:22][n:21][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,10.0,0
2282,US06660753B2,Br[c:16]1[cH:15][cH:14][c:13]([F:19])[c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,OB(O)[c:23]1[cH:22][cH:21][n:20][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,4.0,0
2283,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([F:18])[cH:15]1,OB(O)[c:23]1[cH:22][cH:21][n:20][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.COCCOC,7.0,0
2284,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([F:18])[cH:15]1,C1COB([c:26]2[cH:27][n:28][cH:29][cH:30][cH:31]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.COCCOC,19.0,0
2285,US06660753B2,Br[c:16]1[cH:15][cH:14][c:13]([F:19])[c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,C1COB([c:26]2[cH:27][n:28][cH:29][cH:30][cH:31]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,9.0,0
2286,US06660753B2,Br[c:16]1[cH:15][cH:14][c:13]([O:19][CH3:20])[c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,C1COB([c:27]2[cH:28][n:29][cH:30][cH:31][cH:32]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,32.0,0
2287,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([C:18]#[N:19])[cH:15]1,C1COB([c:27]2[cH:28][n:29][cH:30][cH:31][cH:32]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.COCCOC,22.0,0
2288,US06660753B2,Br[c:15]1[cH:14][c:13](-[c:11]2[o:10][n:9][c:8](-[c:5]3[cH:4][cH:3][c:2]([F:1])[cH:7][n:6]3)[n:12]2)[cH:18][c:17]([F:19])[cH:16]1,C1COB([c:27]2[cH:28][n:29][cH:30][cH:31][cH:32]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.COCCOC,48.0,0
2289,US06660753B2,Br[c:16]1[cH:15][n:14][cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,C1COB([c:25]2[cH:26][n:27][cH:28][cH:29][cH:30]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,35.0,0
2290,US06660753B2,Br[c:16]1[cH:15][n:14][cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,OB(O)[c:21]1[cH:20][s:19][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,8.0,0
2291,US06660753B2,Br[c:16]1[cH:15][n:14][cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17]1,OB(O)[c:21]1[cH:20][o:19][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,32.0,0
2292,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([C:18]#[N:19])[cH:15]1,CC1(C)OB([c:30]2[cH:31][n:32][cH:33][n:34][cH:35]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.COCCOC,6.0,0
2293,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([C:18]#[N:19])[cH:15]1,OB(O)[c:24]1[cH:23][c:22]([NH2:21])[cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.COCCOC,45.0,0
2294,US06660753B2,Br[c:14]1[cH:13][c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[cH:17][c:16]([C:18]#[N:19])[cH:15]1,OB(O)[c:24]1[cH:23][c:22]([F:21])[cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],COCCOC,36.0,0
2295,US06660753B2,Br[c:15]1[cH:14][c:13](-[c:11]2[o:10][n:9][c:8](-[c:5]3[cH:4][cH:3][c:2]([F:1])[cH:7][n:6]3)[n:12]2)[cH:18][cH:17][cH:16]1,C1COB([c:26]2[cH:27][n:28][cH:29][cH:30][cH:31]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.ClCCl.COCCOC,50.2,0
2296,US06660753B2,Cl[c:2]1[cH:3][n:4][cH:5][c:6]([CH3:19])[c:7]1-[c:8]1[n:9][c:10](-[c:13]2[n:14][cH:15][cH:16][cH:17][cH:18]2)[n:11][o:12]1,C1COB([c:26]2[cH:27][n:28][cH:29][cH:30][cH:31]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.ClCCl.COCCOC,7.4,0
2297,US06660753B2,Cl[c:13]1[c:12](-[c:10]2[o:9][n:8][c:7](-[c:2]3[n:1][cH:6][cH:5][cH:4][cH:3]3)[n:11]2)[c:17]([O:18][CH3:19])[cH:16][n:15][cH:14]1,C1COB([c:27]2[cH:28][n:29][cH:30][cH:31][cH:32]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.ClCCl.COCCOC,4.1,0
2298,US06660753B2,Br[c:2]1[cH:3][c:4](-[c:8]2[n:9][o:10][c:11](-[c:13]3[n:14][cH:15][cH:16][cH:17][cH:18]3)[n:12]2)[cH:5][n:6][cH:7]1,C1COB([c:25]2[cH:26][n:27][cH:28][cH:29][cH:30]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.ClCCl.COCCOC,43.2,0
2299,US06660753B2,Br[c:2]1[cH:3][c:4](-[c:9]2[n:10][o:11][c:12](-[c:14]3[n:15][cH:16][c:17]([F:20])[cH:18][cH:19]3)[n:13]2)[cH:5][c:6]([F:8])[cH:7]1,C1COB([c:27]2[cH:28][n:29][cH:30][cH:31][cH:32]2)OC1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",O.ClCCl.COCCOC,17.7,0
2300,US06660753B2,Br[c:2]1[n:3][cH:4][n:5]([C:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:6]1,OB(O)[c:30]1[cH:29][c:28]([C:26]#[N:27])[cH:33][cH:32][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl.COCCOC,34.0,0
2301,US06660744B1,I[c:2]1[n:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,CC1(C)OB([c:33]2[cH:34][cH:35][c:36]([NH:39][c:40]3[n:41][c:42]4[c:43]([n:44]3[CH3:45])[cH:46][cH:47][cH:48][cH:49]4)[cH:37][cH:38]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CC#N.COCCOC,50.0,0
2302,US06660744B1,I[c:2]1[n:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,OB(O)[c:36]1[cH:35][cH:34][c:33]([O:32][CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[cH:38][cH:37]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CO.ClCCl.COCCOC,49.0,0
2303,US06660744B1,I[c:2]1[n:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,OB(O)[c:29]1[cH:28][c:27]([O:26][CH3:25])[c:32]([NH:33][C:34]([CH2:35][CH2:36][c:37]2[cH:38][cH:39][cH:40][cH:41][cH:42]2)=[O:43])[cH:31][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,38.0,0
2304,US06660744B1,I[c:2]1[n:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,OB(O)[c:29]1[cH:28][c:27]([O:26][CH3:25])[c:32]([N:33]([C:34]([CH2:35][CH2:36][c:37]2[cH:38][cH:39][cH:40][cH:41][cH:42]2)=[O:43])[CH3:44])[cH:31][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CO.ClCCl.COCCOC,10.0,0
2305,US06660744B1,I[c:2]1[n:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,CC1(C)OB([c:30]2[cH:29][cH:28][c:27]([NH:41][c:42]3[o:43][c:44]4[c:45]([n:46]3)[cH:47][cH:48][cH:49][cH:50]4)[c:26]([F:25])[cH:31]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O.O=C([O-])[O-].[Na+].[Na+],O.CC#N.COCCOC,25.0,0
2306,US06660744B1,I[c:10]1[c:3]2[c:2]([NH2:1])[n:7][cH:6][n:5][c:4]2[n:8](-[c:12]2[cH:13][cH:14][c:15]([N+:18](=[O:19])[O-:20])[cH:16][cH:17]2)[n:9]1,CC1(C)OB([c:27]2[cH:26][cH:25][c:24]([NH:38][C:39]([O:40][C:41]([CH3:42])([CH3:43])[CH3:44])=[O:45])[c:23]([O:22][CH3:21])[cH:28]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CN(C)C=O,63.0,0
2307,US06660744B1,I[c:2]1[n:3][n:4]([C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,OB(O)[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CN(C)C=O,45.0,0
2308,US06677352B1,Cl[c:14]1[n:13][c:12]([CH3:20])[cH:11][c:10]2[n:9](-[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:8]([NH:1][c:2]3[cH:3][cH:4][cH:5][cH:6][cH:7]3)[cH:17][c:16](=[O:18])[c:15]21,OB(O)[c:32]1[cH:31][cH:30][c:29]([O:28][CH3:27])[cH:34][cH:33]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl.COCCOC,63.0,0
2309,US06693116B2,Br[c:2]1[c:3]([NH2:10])[n:4][c:5]([O:8][CH3:9])[cH:6][cH:7]1,OB(O)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",C1COCCO1,71.0,0
2310,US06693123B2,O=S(=O)(O[c:5]1[c:4]([C:3]([O:2][CH3:1])=[O:26])[cH:9][cH:8][c:7]([CH2:10][O:11][c:12]2[cH:13][n:14][cH:15][cH:16][cH:17]2)[cH:6]1)C(F)(F)F,OB(O)[c:28]1[c:27]([CH3:36])[cH:32][cH:31][cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.CCOC(C)=O,97.0,0
2311,US06696470B2,Cl[c:5]1[c:4]([C:1]([CH3:2])=[O:3])[c:8]([CH3:9])[c:7]([Cl:10])[s:6]1,OB(O)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",COCCOC,78.0,0
2312,US06696470B2,Cl[c:2]1[s:3][c:4](-[c:11]2[c:12]([F:17])[cH:13][cH:14][cH:15][cH:16]2)[c:5]2[c:6]1[CH2:7][CH2:8][C:9]2=[O:10],OB(O)[c:21]1[cH:20][cH:19][n:18][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.COCCOC,91.0,0
2313,US06699860B2,Cl[c:48]1[cH:49][c:50]([C:54](=[O:55])[NH2:56])[n:51][cH:52][cH:53]1,CC1(C)OB([c:9]2[cH:10][c:11]3[c:16]([cH:17][cH:18]2)[O:15][C@@H:14]([CH2:19][N:20]([CH2:21][C@@H:22]([CH2:23][O:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[O:31][Si:32]([CH3:33])([CH3:34])[C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[CH2:13][CH2:12]3)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],CCOC(C)=O.CCO.Cc1ccccc1,44.0,0
2314,US06699860B2,Br[c:54]1[cH:55][c:56]([NH:70][CH2:71][CH2:72][CH2:73][CH3:74])[c:57]([C:58](=[O:59])[O:60][CH2:61][c:62]2[cH:63][cH:64][cH:65][cH:66][cH:67]2)[cH:68][cH:69]1,CC1(C)OB([c:9]2[cH:10][c:11]3[c:16]([cH:17][cH:18]2)[O:15][C@@H:14]([CH2:19][N:20]([CH2:21][C@@H:22]([CH2:23][O:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[O:31][Si:32]([CH3:33])([CH3:34])[C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:39][c:40]2[cH:41][cH:42][cH:43][cH:44][cH:45]2)[CH2:13][CH2:12]3)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,42.0,0
2315,US06699860B2,O=S(=O)(O[c:53]1[cH:54][cH:55][c:56]2[c:57]([cH:65]1)[O:58][C:59]([CH3:63])([CH3:64])[O:60][C:61]2=[O:62])C(F)(F)F,CC1(C)OB([c:25]2[cH:24][cH:23][c:22]3[c:27]([cH:26]2)[CH2:28][CH2:29][C@@H:20]([CH2:19][N:11]([CH2:10][C@H:9]([O:8][Si:1]([CH3:2])([CH3:3])[C:4]([CH3:5])([CH3:6])[CH3:7])[CH2:39][O:40][c:41]2[cH:42][cH:43][cH:44][cH:45][cH:46]2)[C:12]([O:13][C:14]([CH3:15])([CH3:16])[CH3:17])=[O:18])[O:21]3)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1,76.0,0
2316,US06713474B2,I[c:2]1[cH:3][n:4]([C@@H:12]2[CH2:13][CH2:14][C@H:15]([N:18]3[CH2:19][CH2:20][N:21]([CH3:24])[CH2:22][CH2:23]3)[CH2:16][CH2:17]2)[c:5]2[n:6][cH:7][n:8][c:9]([NH2:11])[c:10]12,CC1(C)OB([c:30]2[cH:29][cH:28][c:27]([NH:41][c:42]3[o:43][c:44]4[c:45]([n:46]3)[cH:47][cH:48][cH:49][cH:50]4)[c:26]([F:25])[cH:31]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O.O=C([O-])[O-].[Na+].[Na+],O.CC#N.COCCOC,28.0,0
